fips,county_name,state_abb,state_fips,county_fips,county_ns
,Carbon County,MT,30,9,1720111
,Carter County,MT,30,11,1688746
,Cascade County,MT,30,13,1719622
,Chouteau County,MT,30,15,1719619
,Custer County,MT,30,17,1720109
,Daniels County,MT,30,19,1637566
,Dawson County,MT,30,21,1715632
,Deer Lodge County,MT,30,23,1719617
,Fallon County,MT,30,25,1688745
,Fergus County,MT,30,27,1719614
,Flathead County,MT,30,29,1719611
,Gallatin County,MT,30,31,1720053
,Garfield County,MT,30,33,1716058
,Glacier County,MT,30,35,1719607
,Golden Valley County,MT,30,37,1723078
,Granite County,MT,30,39,1719605
,Hill County,MT,30,41,1720048
,Jefferson County,MT,30,43,1720045
,Judith Basin County,MT,30,45,1719602
,Lake County,MT,30,47,1796943
,Lewis and Clark County,MT,30,49,793926
,Liberty County,MT,30,51,1720036
,Lincoln County,MT,30,53,1720038
,McCone County,MT,30,55,1716270
,Madison County,MT,30,57,1720033
,Meagher County,MT,30,59,1719600
,Mineral County,MT,30,61,1720030
,Missoula County,MT,30,63,1719596
,Musselshell County,MT,30,65,1719593
,Park County,MT,30,67,1720027
,Petroleum County,MT,30,69,1719590
,Phillips County,MT,30,71,1720023
,Pondera County,MT,30,73,1719587
,Powder River County,MT,30,75,1719584
,Powell County,MT,30,77,1720021
,Prairie County,MT,30,79,1715847
,Ravalli County,MT,30,81,1719582
,Richland County,MT,30,83,1715338
,Roosevelt County,MT,30,85,1669428
,Rosebud County,MT,30,87,1716795
,Sanders County,MT,30,89,1719578
,Sheridan County,MT,30,91,1677577
,Silver Bow County,MT,30,93,1719575
,Stillwater County,MT,30,95,1719572
,Sweet Grass County,MT,30,97,1719569
,Teton County,MT,30,99,1720018
,Toole County,MT,30,101,1719566
,Treasure County,MT,30,103,1719563
,Valley County,MT,30,105,1678923
,Wheatland County,MT,30,107,1719560
,Wibaux County,MT,30,109,1696629
,Yellowstone County,MT,30,111,1719558
,Adams County,NE,31,1,835823
,Antelope County,NE,31,3,835824
,Arthur County,NE,31,5,835825
,Banner County,NE,31,7,835826
,Blaine County,NE,31,9,835827
,Boone County,NE,31,11,835828
,Box Butte County,NE,31,13,835991
,Boyd County,NE,31,15,835829
,Brown County,NE,31,17,835830
,Buffalo County,NE,31,19,835831
,Burt County,NE,31,21,835832
,Butler County,NE,31,23,835833
,Cass County,NE,31,25,835834
,Cedar County,NE,31,27,835835
,Chase County,NE,31,29,835836
,Cherry County,NE,31,31,835837
,Cheyenne County,NE,31,33,835838
,Clay County,NE,31,35,835839
,Colfax County,NE,31,37,835840
,Cuming County,NE,31,39,835841
,Custer County,NE,31,41,835842
,Dakota County,NE,31,43,835843
,Dawes County,NE,31,45,835844
,Dawson County,NE,31,47,835845
,Deuel County,NE,31,49,835846
,Dixon County,NE,31,51,835847
,Dodge County,NE,31,53,835848
,Douglas County,NE,31,55,835849
,Dundy County,NE,31,57,835850
,Fillmore County,NE,31,59,835851
,Franklin County,NE,31,61,835852
,Frontier County,NE,31,63,835853
,Furnas County,NE,31,65,835854
,Gage County,NE,31,67,835855
,Garden County,NE,31,69,835856
,Garfield County,NE,31,71,835857
,Gosper County,NE,31,73,835858
,Grant County,NE,31,75,835859
,Greeley County,NE,31,77,835860
,Hall County,NE,31,79,835861
,Hamilton County,NE,31,81,835862
,Harlan County,NE,31,83,835863
,Hayes County,NE,31,85,835864
,Hitchcock County,NE,31,87,835865
,Holt County,NE,31,89,835866
,Hooker County,NE,31,91,835867
,Howard County,NE,31,93,835868
,Jefferson County,NE,31,95,835869
,Johnson County,NE,31,97,835870
,Kearney County,NE,31,99,835871
,Keith County,NE,31,101,835872
,Keya Paha County,NE,31,103,835873
,Kimball County,NE,31,105,835874
,Knox County,NE,31,107,835875
,Lancaster County,NE,31,109,835876
,Lincoln County,NE,31,111,835877
,Logan County,NE,31,113,835878
,Loup County,NE,31,115,835879
,McPherson County,NE,31,117,835881
,Madison County,NE,31,119,835880
,Merrick County,NE,31,121,835882
,Morrill County,NE,31,123,835883
,Nance County,NE,31,125,835884
,Nemaha County,NE,31,127,835885
,Nuckolls County,NE,31,129,835886
,Otoe County,NE,31,131,835887
,Pawnee County,NE,31,133,835888
,Perkins County,NE,31,135,835889
,Phelps County,NE,31,137,835890
,Pierce County,NE,31,139,835891
,Platte County,NE,31,141,835892
